id,kuntanro,kuntanimi,asuntolkm,talotyyppi,rahmuoto,rahmuoto2,valmvuosi
598,091,Helsinki,56,AK,VR,VV,2020
599,091,Helsinki,56,AK,VR,VV,2020
600,091,Helsinki,40,AK,VR,VO,2020
601,091,Helsinki,49,AK,VR,VO,2020
602,091,Helsinki,14,AP,VR,VO,2020
603,091,Helsinki,1,AP,VR,VO,2020
604,091,Helsinki,1,AP,VR,VO,2020
605,091,Helsinki,2,AP,VR,VO,2020
606,091,Helsinki,1,AP,VR,VO,2020
607,091,Helsinki,3,AP,VR,VO,2020
608,091,Helsinki,2,AP,VR,VO,2020
609,091,Helsinki,2,AP,VR,VO,2020
610,091,Helsinki,3,AP,VR,VO,2020
611,091,Helsinki,3,AP,VR,VO,2020
612,091,Helsinki,2,AP,VR,VO,2020
613,091,Helsinki,2,AP,VR,VO,2020
614,091,Helsinki,2,AP,VR,VO,2020
615,091,Helsinki,2,AP,VR,VO,2020
616,091,Helsinki,1,AP,VR,VO,2020
617,091,Helsinki,1,AP,VR,VO,2020
618,091,Helsinki,1,AP,VR,VO,2020
619,091,Helsinki,31,AK,VR,VO,2020
620,091,Helsinki,22,AK,VR,VO,2020
621,091,Helsinki,44,AK,VR,VO,2020
622,091,Helsinki,75,AK,VR,VV,2020
623,091,Helsinki,1,AP,VR,VO,2020
624,091,Helsinki,2,AP,VR,VO,2020
625,091,Helsinki,108,AK,VR,VO,2020
626,091,Helsinki,1,AP,VR,VO,2020
627,091,Helsinki,1,AP,VR,VO,2020
628,091,Helsinki,22,AK,VR,VO,2020
629,091,Helsinki,62,AK,VR,VO,2020
630,091,Helsinki,1,AP,VR,VO,2020
631,091,Helsinki,58,AK,VR,VO,2020
632,091,Helsinki,1,AP,VR,VO,2020
633,091,Helsinki,2,AP,VR,VO,2020
634,091,Helsinki,27,AK,VR,VO,2020
635,091,Helsinki,106,AK,VR,VO,2020
636,091,Helsinki,36,AK,VR,VO,2020
637,091,Helsinki,26,AK,VR,VO,2020
638,091,Helsinki,9,AP,VR,VO,2020
639,091,Helsinki,4,AP,VR,VO,2020
640,091,Helsinki,4,AP,VR,VO,2020
641,091,Helsinki,79,AK,VR,VV,2020
642,091,Helsinki,1,AP,VR,VO,2020
643,091,Helsinki,39,AK,ARA,PK,2020
644,091,Helsinki,39,AK,VR,VO,2020
645,091,Helsinki,50,AK,VR,VO,2020
646,091,Helsinki,72,AK,VR,VO,2020
647,091,Helsinki,27,AK,VR,VO,2020
648,091,Helsinki,33,AK,VR,VO,2020
649,091,Helsinki,1,AP,VR,VO,2020
650,091,Helsinki,1,AP,VR,VO,2020
651,091,Helsinki,1,AP,VR,VO,2020
652,091,Helsinki,10,AK,ARA,PK,2020
653,091,Helsinki,105,AK,ARA,PK,2020
654,091,Helsinki,10,AK,ARA,PK,2020
655,091,Helsinki,1,AP,VR,VO,2020
656,091,Helsinki,2,AP,VR,VO,2020
657,091,Helsinki,1,AP,VR,VO,2020
658,091,Helsinki,2,AP,VR,VO,2020
659,091,Helsinki,30,AK,VR,VO,2020
660,091,Helsinki,70,AK,VR,VO,2020
661,091,Helsinki,51,AK,VR,VO,2020
662,091,Helsinki,1,AP,VR,VO,2020
663,091,Helsinki,120,AK,ARA,PK,2020
664,091,Helsinki,2,AP,VR,VO,2020
665,091,Helsinki,1,AP,VR,VO,2020
666,091,Helsinki,1,AP,VR,VO,2020
667,091,Helsinki,1,AP,VR,VO,2020
668,091,Helsinki,2,AP,VR,VO,2020
669,091,Helsinki,1,AP,VR,VO,2020
670,091,Helsinki,46,AK,VR,VO,2020
671,091,Helsinki,1,AP,VR,VO,2020
672,091,Helsinki,28,AK,ARA,PK,2020
673,091,Helsinki,28,AK,ARA,PK,2020
674,091,Helsinki,40,AK,VR,VO,2020
675,091,Helsinki,100,AK,VR,VO,2020
676,091,Helsinki,8,AP,VR,VO,2020
677,091,Helsinki,2,AP,VR,VO,2020
678,091,Helsinki,1,AP,VR,VO,2020
679,091,Helsinki,82,AK,VR,VO,2020
680,091,Helsinki,12,AK,ARA,PK,2020
681,091,Helsinki,14,AK,ARA,PK,2020
682,091,Helsinki,13,AK,ARA,PK,2020
683,091,Helsinki,2,AP,VR,VO,2020
684,091,Helsinki,2,AP,VR,VO,2020
685,091,Helsinki,2,AP,VR,VO,2020
686,091,Helsinki,2,AP,VR,VO,2020
687,091,Helsinki,2,AP,VR,VO,2020
688,091,Helsinki,4,AP,ASO,ASO,2020
689,091,Helsinki,5,AP,ASO,ASO,2020
690,091,Helsinki,4,AP,VR,VO,2020
691,091,Helsinki,9,AK,VR,VO,2020
692,091,Helsinki,74,AK,VR,VV,2020
693,091,Helsinki,2,AP,VR,VO,2020
694,091,Helsinki,2,AP,VR,VO,2020
695,091,Helsinki,2,AP,VR,VO,2020
696,091,Helsinki,2,AP,VR,VO,2020
697,091,Helsinki,1,AP,VR,VO,2020
698,091,Helsinki,4,AP,VR,VO,2020
699,091,Helsinki,2,AP,VR,VO,2020
700,091,Helsinki,27,AK,VR,VV,2020
701,091,Helsinki,20,AK,VR,VV,2020
702,091,Helsinki,20,AK,VR,VV,2020
703,091,Helsinki,1,AP,VR,VO,2020
704,091,Helsinki,1,AP,VR,VO,2020
705,091,Helsinki,1,AP,VR,VO,2020
706,091,Helsinki,1,AP,VR,VO,2020
707,091,Helsinki,62,AK,VR,VV,2020
708,091,Helsinki,49,AK,VR,VV,2020
709,091,Helsinki,12,AP,VR,VO,2020
710,091,Helsinki,1,AP,VR,VO,2020
711,091,Helsinki,1,AP,VR,VO,2020
712,091,Helsinki,58,AK,VR,VO,2020
713,091,Helsinki,81,AK,VR,VO,2020
714,091,Helsinki,2,AP,VR,VO,2020
715,091,Helsinki,48,AK,VR,VV,2020
716,091,Helsinki,48,AK,VR,VV,2020
717,091,Helsinki,1,AP,VR,VO,2020
718,091,Helsinki,1,AP,VR,VO,2020
719,091,Helsinki,1,AP,VR,VO,2020
720,091,Helsinki,1,AP,VR,VO,2020
721,091,Helsinki,1,AP,VR,VO,2020
722,091,Helsinki,22,AK,VR,VO,2020
723,091,Helsinki,22,AK,VR,VO,2020
724,091,Helsinki,22,AK,VR,VO,2020
725,091,Helsinki,22,AK,VR,VO,2020
726,091,Helsinki,82,AK,VR,VV,2020
727,091,Helsinki,65,AK,VR,VV,2020
728,091,Helsinki,1,AP,VR,VO,2020
729,091,Helsinki,2,AP,VR,VO,2020
730,091,Helsinki,2,AP,VR,VO,2020
731,091,Helsinki,2,AP,VR,VO,2020
732,091,Helsinki,2,AP,VR,VO,2020
733,091,Helsinki,2,AP,VR,VO,2020
734,091,Helsinki,2,AP,VR,VO,2020
735,091,Helsinki,49,AK,VR,VV,2020
736,091,Helsinki,56,AK,VR,VV,2020
737,091,Helsinki,88,AK,VR,VV,2020
738,091,Helsinki,2,AP,VR,VO,2020
739,091,Helsinki,2,AP,VR,VO,2020
740,091,Helsinki,1,AP,VR,VO,2020
741,091,Helsinki,1,AP,VR,VO,2020
742,091,Helsinki,1,AP,VR,VO,2020
743,091,Helsinki,1,AP,VR,VO,2020
744,091,Helsinki,1,AP,VR,VO,2020
745,091,Helsinki,1,AP,VR,VO,2020
746,091,Helsinki,1,AP,VR,VO,2020
747,091,Helsinki,1,AP,VR,VO,2020
748,091,Helsinki,1,AP,VR,VO,2020
749,091,Helsinki,2,AP,VR,VO,2020
750,091,Helsinki,2,AP,VR,VO,2020
751,091,Helsinki,2,AP,VR,VO,2020
752,091,Helsinki,2,AP,VR,VO,2020
753,091,Helsinki,11,AK,ARA,LK,2020
754,091,Helsinki,14,AK,ARA,LK,2020
755,091,Helsinki,28,AK,VR,VO,2020
756,091,Helsinki,1,AP,VR,VO,2020
757,091,Helsinki,7,AP,VR,VO,2020
758,091,Helsinki,6,AP,VR,VO,2020
759,091,Helsinki,5,AP,VR,VO,2020
760,091,Helsinki,5,AP,VR,VO,2020
761,091,Helsinki,4,AP,VR,VO,2020
762,091,Helsinki,1,AP,VR,VO,2020
763,091,Helsinki,57,AK,VR,VO,2020
764,091,Helsinki,74,AK,VR,VV,2020
765,091,Helsinki,1,AP,VR,VO,2020
766,091,Helsinki,1,AP,VR,VO,2020
767,091,Helsinki,1,AP,VR,VO,2020
768,091,Helsinki,2,AP,VR,VO,2020
769,091,Helsinki,1,AP,VR,VO,2020
770,091,Helsinki,1,AP,VR,VO,2020
771,091,Helsinki,1,AP,VR,VO,2020
772,091,Helsinki,1,AP,VR,VO,2020
773,091,Helsinki,1,AP,VR,VO,2020
774,091,Helsinki,4,AP,VR,VO,2020
775,091,Helsinki,1,AP,VR,VO,2020
776,091,Helsinki,72,AK,VR,VO,2020
777,091,Helsinki,2,AP,VR,VO,2020
778,091,Helsinki,2,AP,VR,VO,2020
779,091,Helsinki,1,AP,VR,VO,2020
780,091,Helsinki,2,AP,VR,VO,2020
781,091,Helsinki,1,AP,VR,VO,2020
782,091,Helsinki,43,AK,VR,VO,2020
783,091,Helsinki,1,AP,VR,VO,2020
784,091,Helsinki,1,AP,VR,VO,2020
785,091,Helsinki,14,AK,VR,VO,2020
786,091,Helsinki,2,AP,VR,VO,2020
787,091,Helsinki,2,AP,VR,VO,2020
788,091,Helsinki,2,AP,VR,VO,2020
789,091,Helsinki,2,AP,VR,VO,2020
790,091,Helsinki,2,AP,VR,VO,2020
791,091,Helsinki,1,AP,VR,VO,2020
792,091,Helsinki,1,AP,VR,VO,2020
793,091,Helsinki,22,AK,VR,VO,2020
794,091,Helsinki,21,AK,VR,VO,2020
795,091,Helsinki,30,AK,VR,VO,2020
796,091,Helsinki,1,AP,VR,VO,2020
797,091,Helsinki,1,AP,VR,VO,2020
798,091,Helsinki,1,AP,VR,VO,2020
799,091,Helsinki,1,AP,VR,VO,2020
800,091,Helsinki,1,AP,VR,VO,2020
801,091,Helsinki,2,AP,VR,VO,2020
802,091,Helsinki,2,AP,VR,VO,2020
803,091,Helsinki,5,AP,VR,VO,2020
804,091,Helsinki,5,AP,VR,VO,2020
805,091,Helsinki,5,AP,VR,VO,2020
806,091,Helsinki,1,AP,VR,VO,2020
807,091,Helsinki,1,AP,VR,VO,2020
808,091,Helsinki,1,AP,VR,VO,2020
809,091,Helsinki,1,AP,VR,VO,2020
810,091,Helsinki,1,AP,VR,VO,2020
811,091,Helsinki,1,AP,VR,VO,2020
812,091,Helsinki,1,AP,VR,VO,2020
813,091,Helsinki,1,AP,VR,VO,2020
814,091,Helsinki,1,AP,VR,VO,2020
815,091,Helsinki,1,AP,VR,VO,2020
816,091,Helsinki,1,AP,VR,VO,2020
817,091,Helsinki,1,AP,VR,VO,2020
818,091,Helsinki,1,AP,VR,VO,2020
819,091,Helsinki,1,AP,VR,VO,2020
820,091,Helsinki,1,AP,VR,VO,2020
821,091,Helsinki,1,AP,VR,VO,2020
822,091,Helsinki,1,AP,VR,VO,2020
823,091,Helsinki,1,AP,VR,VO,2020
824,091,Helsinki,1,AP,VR,VO,2020
825,091,Helsinki,1,AP,VR,VO,2020
826,091,Helsinki,2,AP,VR,VO,2020
827,091,Helsinki,1,AP,VR,VO,2020
828,091,Helsinki,2,AP,VR,VO,2020
829,091,Helsinki,9,AP,VR,VO,2020
830,091,Helsinki,6,AP,VR,VO,2020
831,091,Helsinki,2,AP,VR,VO,2020
832,091,Helsinki,2,AP,VR,VO,2020
833,091,Helsinki,1,AP,VR,VO,2020
834,091,Helsinki,1,AP,VR,VO,2020
835,091,Helsinki,1,AP,VR,VO,2020
836,091,Helsinki,1,AP,VR,VO,2020
837,091,Helsinki,1,AP,VR,VO,2020
838,091,Helsinki,1,AP,VR,VO,2020
839,091,Helsinki,1,AP,VR,VO,2020
840,091,Helsinki,1,AP,VR,VO,2020
841,091,Helsinki,1,AP,VR,VO,2020
842,091,Helsinki,1,AP,VR,VO,2020
843,091,Helsinki,1,AP,VR,VO,2020
844,091,Helsinki,1,AP,VR,VO,2020
845,091,Helsinki,1,AP,VR,VO,2020
846,091,Helsinki,23,AK,VR,VO,2020
847,091,Helsinki,43,AK,VR,VO,2020
848,091,Helsinki,1,AP,VR,VO,2020
849,091,Helsinki,2,AP,VR,VO,2020
850,091,Helsinki,12,AK,VR,VO,2020
851,091,Helsinki,11,AK,VR,VO,2020
852,091,Helsinki,2,AP,VR,VO,2020
853,091,Helsinki,1,AP,VR,VO,2020
854,091,Helsinki,3,AP,VR,VO,2020
855,091,Helsinki,1,AP,VR,VO,2020
856,091,Helsinki,31,AK,VR,VO,2020
857,091,Helsinki,2,AP,VR,VO,2020
858,091,Helsinki,1,AP,VR,VO,2020
859,091,Helsinki,1,AP,VR,VO,2020
860,091,Helsinki,4,AP,VR,VO,2020
861,091,Helsinki,1,AP,VR,VO,2020
862,091,Helsinki,1,AP,VR,VO,2020
863,091,Helsinki,2,AP,VR,VO,2020
864,091,Helsinki,2,AP,VR,VO,2020
865,091,Helsinki,1,AP,VR,VO,2020
866,091,Helsinki,1,AP,VR,VO,2020
867,091,Helsinki,1,AP,VR,VO,2020
868,091,Helsinki,4,AP,VR,VO,2020
869,091,Helsinki,1,AP,VR,VO,2020
870,091,Helsinki,1,AP,VR,VO,2020
871,091,Helsinki,1,AP,VR,VO,2020
872,091,Helsinki,1,AP,VR,VO,2020
873,091,Helsinki,1,AP,VR,VO,2020
874,091,Helsinki,1,AP,VR,VO,2020
875,091,Helsinki,1,AP,VR,VO,2020
876,091,Helsinki,47,AK,VR,VO,2020
877,091,Helsinki,1,AP,VR,VO,2020
878,091,Helsinki,1,AP,VR,VO,2020
879,091,Helsinki,1,AP,VR,VO,2020
880,091,Helsinki,1,AP,VR,VO,2020
881,091,Helsinki,1,AP,VR,VO,2020
882,091,Helsinki,1,AP,VR,VO,2020
883,091,Helsinki,1,AP,VR,VO,2020
884,091,Helsinki,1,AP,VR,VO,2020
885,091,Helsinki,1,AP,VR,VO,2020
886,091,Helsinki,1,AP,VR,VO,2020
887,091,Helsinki,1,AP,VR,VO,2020
888,091,Helsinki,1,AP,VR,VO,2020
889,091,Helsinki,1,AP,VR,VO,2020
890,091,Helsinki,2,AP,VR,VO,2020
891,091,Helsinki,1,AP,VR,VO,2020
892,091,Helsinki,1,AP,VR,VO,2020
893,091,Helsinki,2,AP,VR,VO,2020
894,091,Helsinki,1,AP,VR,VO,2020
895,091,Helsinki,1,AP,VR,VO,2020
896,091,Helsinki,1,AP,VR,VO,2020
897,091,Helsinki,2,AP,VR,VO,2020
898,091,Helsinki,2,AP,VR,VO,2020
899,091,Helsinki,2,AP,VR,VO,2020
900,091,Helsinki,1,AP,VR,VO,2020
901,091,Helsinki,1,AP,VR,VO,2020
902,091,Helsinki,1,AP,VR,VO,2020
903,091,Helsinki,1,AP,VR,VO,2020
904,091,Helsinki,1,AP,VR,VO,2020
905,091,Helsinki,1,AP,VR,VO,2020
906,091,Helsinki,1,AP,VR,VO,2020
907,091,Helsinki,1,AP,VR,VO,2020
908,091,Helsinki,1,AP,VR,VO,2020
909,091,Helsinki,1,AP,VR,VO,2020
910,091,Helsinki,1,AP,VR,VO,2020
911,091,Helsinki,1,AP,VR,VO,2020
912,091,Helsinki,1,AP,VR,VO,2020
913,091,Helsinki,3,AP,VR,VO,2020
914,091,Helsinki,1,AP,VR,VO,2020
915,091,Helsinki,1,AP,VR,VO,2020
916,091,Helsinki,1,AP,VR,VO,2020
917,091,Helsinki,2,AP,VR,VO,2020
918,091,Helsinki,2,AP,VR,VO,2020
919,091,Helsinki,2,AP,VR,VO,2020
920,091,Helsinki,1,AP,VR,VO,2020
921,091,Helsinki,1,AP,VR,VO,2020
922,091,Helsinki,2,AP,VR,VO,2020
923,091,Helsinki,1,AP,VR,VO,2020
924,091,Helsinki,2,AP,VR,VO,2020
925,091,Helsinki,1,AP,VR,VO,2020
926,091,Helsinki,1,AP,VR,VO,2020
927,091,Helsinki,1,AP,VR,VO,2020
928,091,Helsinki,1,AP,VR,VO,2020
929,091,Helsinki,2,AP,VR,VO,2020
930,091,Helsinki,2,AP,VR,VO,2020
931,091,Helsinki,2,AP,VR,VO,2020
932,091,Helsinki,2,AP,VR,VO,2020
933,091,Helsinki,2,AP,VR,VO,2020
934,091,Helsinki,2,AP,VR,VO,2020
935,091,Helsinki,2,AP,VR,VO,2020
936,091,Helsinki,2,AP,VR,VO,2020
937,091,Helsinki,1,AP,VR,VO,2020
938,091,Helsinki,1,AP,VR,VO,2020
939,091,Helsinki,1,AP,VR,VO,2020
940,091,Helsinki,7,AK,VR,VO,2020
941,091,Helsinki,4,AK,VR,VO,2020
942,091,Helsinki,6,AK,VR,VO,2020
943,091,Helsinki,7,AK,VR,VO,2020
944,091,Helsinki,2,AK,VR,VO,2020
945,091,Helsinki,7,AK,VR,VO,2020
946,091,Helsinki,8,AK,VR,VO,2020
947,091,Helsinki,21,AK,VR,VV,2020
948,091,Helsinki,1,AP,VR,VO,2020
949,091,Helsinki,4,AK,VR,VO,2020
950,091,Helsinki,31,AK,VR,VO,2020
951,091,Helsinki,1,AK,VR,VO,2020
952,091,Helsinki,2,AK,VR,VO,2020
953,091,Helsinki,1,AK,VR,VO,2020
954,091,Helsinki,6,AK,VR,VO,2020
955,091,Helsinki,7,AK,VR,VV,2020
956,091,Helsinki,1,AP,VR,VO,2020
957,091,Helsinki,6,AK,VR,VO,2020
958,091,Helsinki,1,AK,VR,VO,2020
959,091,Helsinki,1,AK,VR,VO,2020
960,091,Helsinki,2,AK,VR,VO,2020
961,091,Helsinki,44,AK,VR,VO,2020
962,091,Helsinki,1,AK,VR,VO,2020
963,091,Helsinki,26,AK,VR,VO,2020
964,091,Helsinki,3,AK,VR,VO,2020
965,091,Helsinki,1,AK,VR,VO,2020
966,091,Helsinki,3,AK,VR,VO,2020
967,091,Helsinki,2,AK,VR,VO,2020
968,091,Helsinki,1,AK,VR,VO,2020
969,091,Helsinki,1,AK,VR,VO,2020
970,091,Helsinki,5,AK,VR,VO,2020
971,091,Helsinki,1,AK,VR,VO,2020
972,091,Helsinki,1,AK,VR,VO,2020
973,091,Helsinki,1,AK,VR,VO,2020
974,091,Helsinki,1,AK,VR,VO,2020
975,091,Helsinki,1,AK,VR,VO,2020
976,091,Helsinki,1,AK,VR,VO,2020
977,091,Helsinki,1,AK,VR,VO,2020
978,091,Helsinki,2,AK,VR,VO,2020
979,091,Helsinki,1,AK,VR,VO,2020
980,091,Helsinki,1,AP,VR,VO,2020
981,091,Helsinki,1,AK,VR,VO,2020
982,091,Helsinki,1,AK,VR,VO,2020
983,091,Helsinki,4,AK,VR,VO,2020
984,091,Helsinki,1,AK,VR,VO,2020
985,091,Helsinki,1,AP,VR,VO,2020
986,091,Helsinki,1,AK,VR,VO,2020
987,091,Helsinki,5,AP,VR,VO,2020
988,091,Helsinki,2,AK,VR,VO,2020
989,091,Helsinki,89,AK,VR,VV,2020
990,091,Helsinki,36,AK,VR,VO,2020
991,091,Helsinki,1,AP,VR,VO,2020
992,091,Helsinki,7,AK,VR,VO,2020
993,091,Helsinki,1,AK,VR,VO,2020
994,091,Helsinki,3,AP,VR,VO,2020
995,091,Helsinki,1,AP,VR,VO,2020
996,091,Helsinki,3,AK,VR,VO,2020
997,091,Helsinki,3,AK,VR,VO,2020
998,091,Helsinki,65,AK,VR,VO,2020
999,091,Helsinki,1,AK,VR,VO,2020
1000,091,Helsinki,1,AK,VR,VO,2020
1001,091,Helsinki,1,AK,VR,VO,2020
1002,091,Helsinki,1,AK,VR,VO,2020
1003,091,Helsinki,33,AK,VR,VO,2020
1004,091,Helsinki,1,AK,VR,VO,2020
1005,091,Helsinki,1,AK,VR,VO,2020
1006,091,Helsinki,1,AK,VR,VO,2020
1007,091,Helsinki,1,AK,VR,VO,2020
1008,091,Helsinki,1,AK,VR,VO,2020
1009,091,Helsinki,1,AK,VR,VO,2020
1010,091,Helsinki,1,AP,VR,VO,2020
1011,091,Helsinki,1,AP,VR,VO,2020
1012,091,Helsinki,1,AP,VR,VO,2020
1013,091,Helsinki,1,AK,VR,VO,2020
1014,091,Helsinki,1,AK,VR,VO,2020
1015,091,Helsinki,1,AK,VR,VO,2020
1016,091,Helsinki,1,AP,VR,VO,2020
1017,091,Helsinki,1,AK,VR,VO,2020
1018,091,Helsinki,1,AK,VR,VO,2020
1019,091,Helsinki,2,AP,VR,VO,2020
1020,091,Helsinki,2,AP,VR,VO,2020
1021,091,Helsinki,0,AK,ARA,ER,2020
1022,092,Vantaa,1,AP,VR,VO,2020
1023,092,Vantaa,1,AP,VR,VO,2020
1024,092,Vantaa,1,AP,VR,VO,2020
1025,092,Vantaa,1,AP,VR,VO,2020
1026,092,Vantaa,1,AP,VR,VO,2020
1027,092,Vantaa,1,AP,VR,VO,2020
1028,092,Vantaa,4,AP,VR,VO,2020
1029,092,Vantaa,1,AP,VR,VO,2020
1030,092,Vantaa,1,AP,VR,VO,2020
1031,092,Vantaa,1,AP,VR,VO,2020
1032,092,Vantaa,126,AK,VR,VV,2020
1033,092,Vantaa,1,AP,VR,VO,2020
1034,092,Vantaa,1,AP,VR,VO,2020
1035,092,Vantaa,1,AP,VR,VO,2020
1036,092,Vantaa,2,AP,VR,VO,2020
1037,092,Vantaa,2,AP,VR,VO,2020
1038,092,Vantaa,1,AP,VR,VO,2020
1039,092,Vantaa,2,AP,VR,VO,2020
1040,092,Vantaa,2,AP,VR,VO,2020
1041,092,Vantaa,1,AP,VR,VO,2020
1042,092,Vantaa,1,AP,VR,VO,2020
1043,092,Vantaa,1,AP,VR,VO,2020
1044,092,Vantaa,129,AK,VR,VV,2020
1045,092,Vantaa,150,AK,VR,VO,2020
1046,092,Vantaa,152,AK,VR,VV,2020
1047,092,Vantaa,68,AK,ARA,LK,2020
1048,092,Vantaa,1,AP,VR,VO,2020
1049,092,Vantaa,205,AK,VR,VO,2020
1050,092,Vantaa,2,AP,VR,VO,2020
1051,092,Vantaa,1,AP,VR,VO,2020
1052,092,Vantaa,2,AP,VR,VO,2020
1053,092,Vantaa,2,AP,VR,VO,2020
1054,092,Vantaa,2,AP,VR,VO,2020
1055,092,Vantaa,1,AP,VR,VO,2020
1056,092,Vantaa,3,AP,VR,VO,2020
1057,092,Vantaa,1,AP,VR,VO,2020
1058,092,Vantaa,59,AK,VR,VO,2020
1059,092,Vantaa,38,AK,VR,VV,2020
1060,092,Vantaa,1,AP,VR,VO,2020
1061,092,Vantaa,1,AP,VR,VO,2020
1062,092,Vantaa,1,AP,VR,VO,2020
1063,092,Vantaa,1,AP,VR,VO,2020
1064,092,Vantaa,1,AP,VR,VO,2020
1065,092,Vantaa,2,AP,VR,VO,2020
1066,092,Vantaa,2,AP,VR,VO,2020
1067,092,Vantaa,2,AP,VR,VO,2020
1068,092,Vantaa,2,AP,VR,VO,2020
1069,092,Vantaa,2,AP,VR,VO,2020
1070,092,Vantaa,2,AP,VR,VO,2020
1071,092,Vantaa,2,AP,VR,VO,2020
1072,092,Vantaa,2,AP,VR,VO,2020
1073,092,Vantaa,1,AP,VR,VO,2020
1074,092,Vantaa,2,AP,VR,VO,2020
1075,092,Vantaa,2,AP,VR,VO,2020
1076,092,Vantaa,1,AP,VR,VO,2020
1077,092,Vantaa,1,AP,VR,VO,2020
1078,092,Vantaa,2,AP,VR,VO,2020
1079,092,Vantaa,2,AP,VR,VO,2020
1080,092,Vantaa,1,AP,VR,VO,2020
1081,092,Vantaa,1,AP,VR,VO,2020
1082,092,Vantaa,2,AP,VR,VO,2020
1083,092,Vantaa,2,AP,VR,VO,2020
1084,092,Vantaa,1,AP,VR,VO,2020
1085,092,Vantaa,1,AP,VR,VO,2020
1086,092,Vantaa,1,AP,VR,VO,2020
1087,092,Vantaa,1,AP,VR,VO,2020
1088,092,Vantaa,3,AP,VR,VO,2020
1089,092,Vantaa,2,AP,VR,VO,2020
1090,092,Vantaa,1,AP,VR,VO,2020
1091,092,Vantaa,1,AP,VR,VO,2020
1092,092,Vantaa,2,AP,VR,VO,2020
1093,092,Vantaa,1,AP,VR,VO,2020
1094,092,Vantaa,1,AP,VR,VO,2020
1095,092,Vantaa,2,AP,VR,VO,2020
1096,092,Vantaa,1,AP,VR,VO,2020
1097,092,Vantaa,76,AK,VR,VV,2020
1098,092,Vantaa,2,AP,VR,VO,2020
1099,092,Vantaa,1,AP,VR,VO,2020
1100,092,Vantaa,3,AP,VR,VO,2020
1101,092,Vantaa,1,AP,VR,VO,2020
1102,092,Vantaa,2,AP,VR,VO,2020
1103,092,Vantaa,3,AP,VR,VO,2020
1104,092,Vantaa,3,AP,VR,VO,2020
1105,092,Vantaa,3,AP,VR,VO,2020
1106,092,Vantaa,3,AP,VR,VO,2020
1107,092,Vantaa,3,AP,VR,VO,2020
1108,092,Vantaa,3,AP,VR,VO,2020
1109,092,Vantaa,2,AP,VR,VO,2020
1110,092,Vantaa,2,AP,VR,VO,2020
1111,092,Vantaa,2,AP,VR,VO,2020
1112,092,Vantaa,3,AP,VR,VO,2020
1113,092,Vantaa,2,AP,VR,VO,2020
1114,092,Vantaa,1,AP,VR,VO,2020
1115,092,Vantaa,1,AP,VR,VO,2020
1116,092,Vantaa,1,AP,VR,VO,2020
1117,092,Vantaa,3,AP,VR,VO,2020
1118,092,Vantaa,2,AP,VR,VO,2020
1119,092,Vantaa,1,AP,VR,VO,2020
1120,092,Vantaa,1,AP,VR,VO,2020
1121,092,Vantaa,1,AP,VR,VO,2020
1122,092,Vantaa,1,AP,VR,VO,2020
1123,092,Vantaa,1,AP,VR,VO,2020
1124,092,Vantaa,1,AP,VR,VO,2020
1125,092,Vantaa,1,AP,VR,VO,2020
1126,092,Vantaa,2,AP,VR,VO,2020
1127,092,Vantaa,1,AP,VR,VO,2020
1128,092,Vantaa,1,AP,VR,VO,2020
1129,092,Vantaa,1,AP,VR,VO,2020
1130,092,Vantaa,132,AK,VR,VT,2020
1131,092,Vantaa,1,AP,VR,VO,2020
1132,092,Vantaa,1,AP,VR,VO,2020
1133,092,Vantaa,1,AP,VR,VO,2020
1134,092,Vantaa,1,AP,VR,VO,2020
1135,092,Vantaa,1,AP,VR,VO,2020
1136,092,Vantaa,1,AP,VR,VO,2020
1137,092,Vantaa,2,AP,VR,VO,2020
1138,092,Vantaa,4,AP,VR,VO,2020
1139,092,Vantaa,2,AP,VR,VO,2020
1140,092,Vantaa,2,AP,VR,VO,2020
1141,092,Vantaa,2,AP,VR,VO,2020
1142,092,Vantaa,1,AP,VR,VO,2020
1143,092,Vantaa,1,AP,VR,VO,2020
1144,092,Vantaa,2,AP,VR,VO,2020
1145,092,Vantaa,2,AP,VR,VO,2020
1146,092,Vantaa,2,AP,VR,VO,2020
1147,092,Vantaa,2,AP,VR,VO,2020
1148,092,Vantaa,2,AP,VR,VO,2020
1149,092,Vantaa,2,AP,VR,VO,2020
1150,092,Vantaa,1,AP,VR,VO,2020
1151,092,Vantaa,2,AP,VR,VO,2020
1152,092,Vantaa,1,AP,VR,VO,2020
1153,092,Vantaa,1,AP,VR,VO,2020
1154,092,Vantaa,1,AP,VR,VO,2020
1155,092,Vantaa,41,AK,VR,VO,2020
1156,092,Vantaa,41,AK,VR,VO,2020
1157,092,Vantaa,1,AP,VR,VO,2020
1158,092,Vantaa,1,AP,VR,VO,2020
1159,092,Vantaa,1,AP,VR,VO,2020
1160,092,Vantaa,2,AP,VR,VO,2020
1161,092,Vantaa,2,AP,VR,VO,2020
1162,092,Vantaa,20,AK,VR,VO,2020
1163,092,Vantaa,1,AP,VR,VO,2020
1164,092,Vantaa,1,AP,VR,VO,2020
1165,092,Vantaa,6,AP,VR,VO,2020
1166,092,Vantaa,31,AK,VR,VV,2020
1167,092,Vantaa,45,AK,VR,VV,2020
1168,092,Vantaa,1,AP,VR,VO,2020
1169,092,Vantaa,2,AP,VR,VO,2020
1170,092,Vantaa,2,AP,VR,VO,2020
